rfid_tag,attendee_id,location_id,timestamp
R1236,A210,HALL_C,2025-09-01T14:26:01
R1069,A159,HALL_A,2025-09-01T15:15:20
R1209,A311,HALL_A,2025-09-01T17:09:45
R1267,A153,HALL_B,2025-09-01T12:45:11
R1198,A314,HALL_C,2025-09-01T16:35:05
R1091,A131,HALL_C,2025-09-01T17:21:46
R1257,A153,FOOD_COURT,2025-09-01T11:11:39
R1261,A109,HALL_C,2025-09-01T12:10:46
R1163,A339,FOOD_COURT,2025-09-01T08:19:50
R1083,A391,FOOD_COURT,2025-09-01T17:39:59
R1062,A392,HALL_B,2025-09-01T16:12:56
R1264,A125,FOOD_COURT,2025-09-01T08:06:14
R1293,A223,LOBBY,2025-09-01T09:18:05
R1034,A149,HALL_B,2025-09-01T14:36:41
R1053,A224,HALL_A,2025-09-01T15:02:29
R1055,A147,LOBBY,2025-09-01T16:19:44
R1155,A122,HALL_A,2025-09-01T13:59:17
R1209,A300,HALL_A,2025-09-01T15:25:14
R1191,A275,HALL_C,2025-09-01T13:17:32
R1136,A333,FOOD_COURT,2025-09-01T15:23:04
R1298,A140,LOBBY,2025-09-01T14:39:33
R1076,A124,HALL_A,2025-09-01T14:28:40
R1269,A350,LOBBY,2025-09-01T09:35:37
R1043,A231,FOOD_COURT,2025-09-01T14:28:11
R1157,A331,FOOD_COURT,2025-09-01T14:31:55
R1058,A333,HALL_C,2025-09-01T16:33:46
R1143,A313,HALL_A,2025-09-01T11:24:05
R1300,A367,LOBBY,2025-09-01T13:15:11
R1142,A111,HALL_C,2025-09-01T08:52:00
R1094,A345,FOOD_COURT,2025-09-01T15:24:39
R1053,A374,HALL_B,2025-09-01T15:50:07
R1254,A226,HALL_C,2025-09-01T14:55:56
R1157,A340,HALL_B,2025-09-01T09:57:08
R1005,A193,FOOD_COURT,2025-09-01T14:01:06
R1289,A200,HALL_B,2025-09-01T10:24:11
R1046,A292,HALL_B,2025-09-01T11:52:38
R1174,A181,HALL_B,2025-09-01T08:39:12
R1227,A398,HALL_C,2025-09-01T10:57:30
R1284,A113,HALL_A,2025-09-01T09:35:16
R1260,A168,FOOD_COURT,2025-09-01T15:13:08
R1133,A151,HALL_B,2025-09-01T09:54:55
R1073,A260,HALL_C,2025-09-01T14:27:36
R1159,A122,HALL_C,2025-09-01T15:35:36
R1032,A327,HALL_B,2025-09-01T08:59:04
R1274,A123,LOBBY,2025-09-01T09:25:32
R1158,A251,FOOD_COURT,2025-09-01T14:01:37
R1010,A365,LOBBY,2025-09-01T10:21:11
R1224,A397,HALL_A,2025-09-01T13:17:51
R1204,A306,HALL_A,2025-09-01T17:18:55
R1052,A328,LOBBY,2025-09-01T16:09:57
R1082,A229,HALL_B,2025-09-01T09:01:58
R1174,A331,HALL_A,2025-09-01T09:34:16
R1034,A313,LOBBY,2025-09-01T11:51:04
R1229,A375,HALL_C,2025-09-01T16:18:46
R1204,A126,HALL_C,2025-09-01T08:21:48
R1224,A258,HALL_B,2025-09-01T10:52:30
R1081,A161,HALL_C,2025-09-01T16:18:10
R1074,A247,HALL_B,2025-09-01T10:19:31
R1208,A299,LOBBY,2025-09-01T15:35:19
R1147,A389,FOOD_COURT,2025-09-01T14:56:11
R1080,A208,LOBBY,2025-09-01T12:30:55
R1085,A347,HALL_B,2025-09-01T13:16:39
R1110,A354,HALL_A,2025-09-01T09:26:33
R1151,A265,HALL_C,2025-09-01T08:16:29
R1013,A366,LOBBY,2025-09-01T16:16:16
R1153,A135,HALL_C,2025-09-01T17:49:44
R1017,A400,HALL_B,2025-09-01T13:14:20
R1255,A247,FOOD_COURT,2025-09-01T11:11:10
R1089,A390,LOBBY,2025-09-01T08:02:28
R1283,A392,HALL_C,2025-09-01T08:24:04
R1073,A248,HALL_A,2025-09-01T09:09:26
R1027,A332,FOOD_COURT,2025-09-01T16:27:25
R1171,A332,HALL_C,2025-09-01T09:16:26
R1198,A191,FOOD_COURT,2025-09-01T15:26:38
R1106,A269,HALL_B,2025-09-01T17:21:46
R1106,A200,HALL_A,2025-09-01T13:49:37
R1001,A366,LOBBY,2025-09-01T14:04:12
R1037,A127,FOOD_COURT,2025-09-01T17:25:02
R1063,A227,LOBBY,2025-09-01T16:09:43
R1250,A178,HALL_C,2025-09-01T12:38:00
R1173,A330,LOBBY,2025-09-01T17:48:37
R1151,A234,LOBBY,2025-09-01T13:52:52
R1035,A285,FOOD_COURT,2025-09-01T14:10:32
R1008,A104,HALL_A,2025-09-01T14:19:41
R1036,A340,HALL_C,2025-09-01T13:17:47
R1059,A396,HALL_C,2025-09-01T09:29:30
R1241,A142,HALL_A,2025-09-01T12:34:13
R1125,A384,FOOD_COURT,2025-09-01T16:57:36
R1067,A190,HALL_C,2025-09-01T08:24:39
R1008,A284,LOBBY,2025-09-01T09:07:27
R1255,A169,HALL_C,2025-09-01T08:17:03
R1237,A363,HALL_C,2025-09-01T08:34:48
R1143,A234,LOBBY,2025-09-01T12:08:47
R1084,A326,HALL_C,2025-09-01T17:46:15
R1257,A326,HALL_C,2025-09-01T10:46:54
R1284,A291,FOOD_COURT,2025-09-01T10:48:31
R1258,A152,LOBBY,2025-09-01T16:52:17
R1200,A127,HALL_A,2025-09-01T09:23:25
R1158,A367,LOBBY,2025-09-01T17:38:02
R1097,A120,HALL_C,2025-09-01T12:54:15
R1133,A196,LOBBY,2025-09-01T16:01:48
R1163,A323,HALL_B,2025-09-01T12:12:41
R1088,A351,HALL_A,2025-09-01T15:42:19
R1011,A340,FOOD_COURT,2025-09-01T09:03:51
R1190,A150,HALL_B,2025-09-01T17:48:10
R1266,A194,HALL_B,2025-09-01T09:17:21
R1133,A110,LOBBY,2025-09-01T15:50:56
R1267,A339,HALL_C,2025-09-01T15:31:27
R1258,A376,HALL_A,2025-09-01T15:32:27
R1054,A149,HALL_A,2025-09-01T09:34:36
R1256,A388,LOBBY,2025-09-01T09:15:55
R1262,A346,HALL_C,2025-09-01T15:27:18
R1076,A258,LOBBY,2025-09-01T15:51:49
R1074,A249,HALL_C,2025-09-01T16:25:58
R1009,A196,HALL_C,2025-09-01T08:04:56
R1120,A362,HALL_B,2025-09-01T13:17:56
R1272,A178,HALL_C,2025-09-01T15:21:53
R1051,A213,HALL_C,2025-09-01T17:34:23
R1024,A395,HALL_A,2025-09-01T12:25:11
R1078,A222,HALL_B,2025-09-01T08:55:39
R1129,A400,HALL_B,2025-09-01T08:25:01
R1015,A256,HALL_C,2025-09-01T15:58:10
R1204,A388,HALL_A,2025-09-01T08:32:05
R1070,A104,HALL_A,2025-09-01T09:56:11
R1128,A356,LOBBY,2025-09-01T14:42:20
R1197,A170,HALL_B,2025-09-01T16:13:08
R1175,A185,HALL_B,2025-09-01T11:12:49
R1106,A373,LOBBY,2025-09-01T08:15:14
R1056,A167,LOBBY,2025-09-01T16:17:06
R1265,A250,HALL_A,2025-09-01T08:01:00
R1040,A231,HALL_B,2025-09-01T09:39:35
R1164,A113,FOOD_COURT,2025-09-01T15:47:52
R1209,A340,HALL_C,2025-09-01T10:45:56
R1063,A115,HALL_C,2025-09-01T14:29:19
R1204,A120,HALL_C,2025-09-01T11:11:56
R1224,A195,FOOD_COURT,2025-09-01T12:35:01
R1252,A348,HALL_A,2025-09-01T17:15:06
R1111,A270,HALL_C,2025-09-01T17:20:46
R1190,A300,HALL_B,2025-09-01T09:54:49
R1120,A341,FOOD_COURT,2025-09-01T15:07:33
R1258,A291,HALL_C,2025-09-01T14:16:50
R1286,A194,LOBBY,2025-09-01T09:44:48
R1210,A158,FOOD_COURT,2025-09-01T17:14:19
R1057,A385,HALL_B,2025-09-01T11:59:27
R1086,A381,HALL_A,2025-09-01T08:25:48
R1180,A304,LOBBY,2025-09-01T08:06:05
R1007,A145,HALL_C,2025-09-01T11:38:34
R1115,A224,LOBBY,2025-09-01T15:49:39
R1036,A142,LOBBY,2025-09-01T09:57:30
R1157,A137,LOBBY,2025-09-01T16:43:34
R1281,A184,LOBBY,2025-09-01T08:34:52
R1001,A336,HALL_C,2025-09-01T14:18:24
R1270,A140,LOBBY,2025-09-01T15:54:22
R1175,A143,HALL_B,2025-09-01T11:32:03
R1263,A386,HALL_A,2025-09-01T16:11:50
R1246,A346,LOBBY,2025-09-01T15:28:38
R1190,A252,FOOD_COURT,2025-09-01T17:31:08
R1197,A159,LOBBY,2025-09-01T08:12:46
R1048,A108,FOOD_COURT,2025-09-01T12:32:40
R1225,A374,HALL_B,2025-09-01T15:59:07
R1122,A227,FOOD_COURT,2025-09-01T17:55:59
R1096,A122,FOOD_COURT,2025-09-01T16:38:19
R1025,A164,HALL_B,2025-09-01T09:59:11
R1041,A338,HALL_B,2025-09-01T13:57:47
R1288,A279,HALL_B,2025-09-01T13:24:37
R1296,A338,HALL_A,2025-09-01T09:45:51
R1297,A113,FOOD_COURT,2025-09-01T11:31:58
R1016,A286,FOOD_COURT,2025-09-01T11:31:57
R1044,A362,FOOD_COURT,2025-09-01T10:55:09
R1133,A111,HALL_C,2025-09-01T08:30:11
R1152,A235,HALL_C,2025-09-01T13:45:49
R1094,A312,HALL_B,2025-09-01T12:35:22
R1298,A153,FOOD_COURT,2025-09-01T15:15:47
R1077,A351,LOBBY,2025-09-01T13:58:06
R1048,A323,LOBBY,2025-09-01T10:10:45
R1028,A253,HALL_C,2025-09-01T15:48:47
R1247,A231,HALL_B,2025-09-01T09:32:33
R1170,A112,HALL_B,2025-09-01T16:08:23
R1296,A262,HALL_C,2025-09-01T12:39:40
R1275,A140,HALL_C,2025-09-01T11:47:36
R1053,A138,HALL_C,2025-09-01T14:49:05
R1117,A288,FOOD_COURT,2025-09-01T11:33:23
R1250,A366,HALL_A,2025-09-01T11:03:39
R1298,A232,LOBBY,2025-09-01T16:27:02
R1206,A322,HALL_C,2025-09-01T13:46:30
R1184,A375,FOOD_COURT,2025-09-01T10:44:49
R1006,A319,HALL_B,2025-09-01T09:36:42
R1017,A325,HALL_C,2025-09-01T13:37:07
R1026,A176,FOOD_COURT,2025-09-01T14:39:54
R1070,A272,FOOD_COURT,2025-09-01T08:57:41
R1173,A196,HALL_B,2025-09-01T14:52:22
R1240,A239,FOOD_COURT,2025-09-01T16:24:18
R1220,A248,FOOD_COURT,2025-09-01T11:31:04
R1152,A162,FOOD_COURT,2025-09-01T08:41:12
R1136,A346,HALL_B,2025-09-01T11:42:26
R1199,A371,HALL_A,2025-09-01T08:52:46
R1275,A347,LOBBY,2025-09-01T13:33:08
R1192,A357,HALL_A,2025-09-01T09:37:32
R1150,A263,HALL_C,2025-09-01T09:01:08
R1170,A203,HALL_C,2025-09-01T13:55:29
R1040,A229,FOOD_COURT,2025-09-01T12:12:03
R1036,A309,FOOD_COURT,2025-09-01T14:57:25
R1149,A274,HALL_B,2025-09-01T10:22:20
R1147,A135,HALL_B,2025-09-01T12:43:09
R1169,A201,HALL_B,2025-09-01T09:33:52
R1268,A385,LOBBY,2025-09-01T10:48:21
R1048,A149,HALL_A,2025-09-01T10:37:01
R1108,A112,HALL_A,2025-09-01T11:43:53
R1143,A195,LOBBY,2025-09-01T10:38:19
R1071,A165,FOOD_COURT,2025-09-01T13:36:46
R1137,A269,LOBBY,2025-09-01T13:11:13
R1073,A199,HALL_C,2025-09-01T14:47:01
R1253,A176,HALL_C,2025-09-01T17:13:25
R1254,A289,LOBBY,2025-09-01T15:47:23
R1048,A290,FOOD_COURT,2025-09-01T09:08:57
R1161,A134,HALL_A,2025-09-01T17:12:36
R1095,A308,LOBBY,2025-09-01T12:28:12
R1269,A115,HALL_B,2025-09-01T17:17:44
R1185,A250,HALL_A,2025-09-01T08:58:31
R1019,A332,HALL_B,2025-09-01T14:40:18
R1064,A160,HALL_A,2025-09-01T17:32:45
R1075,A137,HALL_C,2025-09-01T16:53:05
R1275,A275,HALL_C,2025-09-01T13:00:21
R1227,A142,LOBBY,2025-09-01T14:20:12
R1225,A228,HALL_B,2025-09-01T16:29:52
R1077,A384,HALL_A,2025-09-01T10:36:09
R1009,A379,FOOD_COURT,2025-09-01T15:57:28
R1286,A256,LOBBY,2025-09-01T10:44:18
R1245,A209,FOOD_COURT,2025-09-01T11:35:30
R1269,A141,HALL_C,2025-09-01T17:13:16
R1095,A337,HALL_A,2025-09-01T17:01:24
R1263,A327,HALL_B,2025-09-01T13:33:42
R1082,A289,HALL_B,2025-09-01T13:26:53
R1009,A139,FOOD_COURT,2025-09-01T13:31:59
R1183,A384,HALL_A,2025-09-01T12:36:59
R1086,A232,LOBBY,2025-09-01T15:03:38
R1252,A276,LOBBY,2025-09-01T13:24:18
R1030,A160,HALL_C,2025-09-01T16:33:12
R1224,A268,LOBBY,2025-09-01T16:58:02
R1218,A147,HALL_C,2025-09-01T17:55:31
R1002,A106,HALL_C,2025-09-01T11:14:13
R1288,A325,LOBBY,2025-09-01T09:29:05
R1059,A144,LOBBY,2025-09-01T14:08:21
R1174,A344,HALL_A,2025-09-01T16:33:25
R1204,A285,HALL_B,2025-09-01T17:22:55
R1184,A201,LOBBY,2025-09-01T12:43:36
R1268,A399,HALL_C,2025-09-01T10:15:30
R1004,A384,LOBBY,2025-09-01T16:17:12
R1157,A228,HALL_C,2025-09-01T08:49:32
R1124,A162,HALL_B,2025-09-01T13:18:28
R1215,A151,HALL_C,2025-09-01T08:31:31
R1018,A251,HALL_A,2025-09-01T14:29:03
R1124,A350,HALL_B,2025-09-01T15:25:25
R1094,A341,LOBBY,2025-09-01T17:55:54
R1176,A218,FOOD_COURT,2025-09-01T16:35:50
R1011,A349,HALL_C,2025-09-01T08:26:10
R1206,A200,HALL_C,2025-09-01T08:04:55
R1218,A178,HALL_C,2025-09-01T14:34:39
R1278,A182,LOBBY,2025-09-01T17:24:04
R1095,A298,HALL_B,2025-09-01T09:17:22
R1060,A210,FOOD_COURT,2025-09-01T14:15:15
R1072,A308,HALL_C,2025-09-01T17:19:43
R1240,A131,HALL_C,2025-09-01T11:00:59
R1115,A291,HALL_B,2025-09-01T15:19:14
R1170,A320,LOBBY,2025-09-01T11:32:08
R1155,A185,FOOD_COURT,2025-09-01T13:56:12
R1226,A231,FOOD_COURT,2025-09-01T15:55:07
R1299,A175,HALL_B,2025-09-01T17:11:48
R1278,A353,HALL_B,2025-09-01T11:07:17
R1069,A141,FOOD_COURT,2025-09-01T15:44:37
R1063,A216,HALL_C,2025-09-01T09:48:45
R1260,A150,HALL_C,2025-09-01T09:33:03
R1283,A153,HALL_C,2025-09-01T15:22:51
R1205,A314,HALL_C,2025-09-01T13:17:34
R1103,A174,HALL_B,2025-09-01T08:39:05
R1104,A306,HALL_C,2025-09-01T13:59:47
R1234,A147,HALL_B,2025-09-01T16:29:37
R1051,A215,HALL_B,2025-09-01T08:38:14
R1195,A294,HALL_B,2025-09-01T12:38:28
R1194,A320,HALL_A,2025-09-01T14:06:26
R1183,A255,HALL_C,2025-09-01T13:19:02
R1179,A351,LOBBY,2025-09-01T11:03:47
R1300,A112,FOOD_COURT,2025-09-01T12:18:35
R1054,A295,LOBBY,2025-09-01T13:44:45
R1005,A241,LOBBY,2025-09-01T08:42:01
R1294,A239,FOOD_COURT,2025-09-01T13:25:24
R1040,A247,FOOD_COURT,2025-09-01T16:17:22
R1120,A370,HALL_A,2025-09-01T14:10:06
R1067,A312,FOOD_COURT,2025-09-01T12:48:35
R1243,A299,HALL_B,2025-09-01T15:00:19
R1177,A294,LOBBY,2025-09-01T08:39:12
R1013,A152,FOOD_COURT,2025-09-01T17:06:21
R1123,A206,HALL_C,2025-09-01T09:24:32
R1040,A204,FOOD_COURT,2025-09-01T12:31:15
R1248,A258,HALL_A,2025-09-01T09:50:05
R1186,A260,HALL_A,2025-09-01T10:52:48
R1195,A338,FOOD_COURT,2025-09-01T08:37:25
R1204,A392,HALL_B,2025-09-01T09:02:29
R1097,A384,HALL_A,2025-09-01T15:18:05
R1186,A184,HALL_B,2025-09-01T15:26:39
R1278,A390,HALL_A,2025-09-01T17:55:57
R1086,A160,HALL_B,2025-09-01T17:14:55
R1249,A151,LOBBY,2025-09-01T15:53:22
R1146,A278,FOOD_COURT,2025-09-01T16:20:49
R1272,A114,HALL_A,2025-09-01T10:13:29
R1287,A183,HALL_C,2025-09-01T11:35:16
R1142,A392,HALL_A,2025-09-01T10:52:54
R1076,A391,HALL_C,2025-09-01T11:00:22
R1093,A189,HALL_A,2025-09-01T17:35:16
R1117,A142,LOBBY,2025-09-01T14:43:01
R1190,A134,LOBBY,2025-09-01T10:00:48
R1300,A354,HALL_C,2025-09-01T12:00:46
R1145,A144,HALL_C,2025-09-01T15:41:34
R1114,A333,HALL_A,2025-09-01T10:46:38
R1222,A345,FOOD_COURT,2025-09-01T14:47:55
R1252,A220,LOBBY,2025-09-01T16:17:06
R1238,A186,HALL_C,2025-09-01T08:06:37
R1293,A381,LOBBY,2025-09-01T08:16:54
R1193,A317,HALL_C,2025-09-01T10:58:30
R1298,A200,HALL_C,2025-09-01T08:40:15
R1232,A387,HALL_A,2025-09-01T10:25:08
R1276,A165,FOOD_COURT,2025-09-01T14:21:45
R1136,A312,HALL_B,2025-09-01T12:03:20
R1237,A279,FOOD_COURT,2025-09-01T13:47:22
R1125,A297,HALL_B,2025-09-01T10:01:14
R1160,A204,FOOD_COURT,2025-09-01T15:36:02
R1028,A314,LOBBY,2025-09-01T10:53:35
R1153,A252,FOOD_COURT,2025-09-01T10:50:53
R1076,A292,HALL_B,2025-09-01T09:26:05
R1006,A146,HALL_A,2025-09-01T12:38:41
R1044,A397,FOOD_COURT,2025-09-01T10:10:43
R1259,A369,LOBBY,2025-09-01T08:48:22
R1271,A371,HALL_A,2025-09-01T10:38:08
R1111,A313,HALL_A,2025-09-01T15:54:21
R1076,A244,LOBBY,2025-09-01T10:29:22
R1157,A285,HALL_C,2025-09-01T09:55:57
R1034,A212,HALL_C,2025-09-01T09:59:03
R1263,A350,LOBBY,2025-09-01T17:03:26
R1251,A213,LOBBY,2025-09-01T16:47:36
R1057,A394,FOOD_COURT,2025-09-01T15:25:50
R1114,A397,HALL_B,2025-09-01T17:48:21
R1167,A150,HALL_C,2025-09-01T14:55:54
R1249,A194,FOOD_COURT,2025-09-01T16:54:27
R1282,A249,FOOD_COURT,2025-09-01T11:36:50
R1282,A389,HALL_C,2025-09-01T08:52:07
R1271,A102,HALL_B,2025-09-01T17:44:17
R1256,A278,HALL_C,2025-09-01T09:39:30
R1294,A205,HALL_B,2025-09-01T09:14:30
R1213,A262,FOOD_COURT,2025-09-01T15:53:22
R1251,A117,LOBBY,2025-09-01T13:06:53
R1058,A227,HALL_C,2025-09-01T15:32:16
R1263,A372,HALL_A,2025-09-01T15:13:53
R1263,A276,FOOD_COURT,2025-09-01T17:35:01
R1114,A348,HALL_C,2025-09-01T14:13:11
R1098,A170,LOBBY,2025-09-01T12:05:21
R1225,A131,LOBBY,2025-09-01T15:13:04
R1087,A336,FOOD_COURT,2025-09-01T10:25:13
R1068,A269,HALL_A,2025-09-01T14:46:55
R1200,A132,HALL_C,2025-09-01T16:13:02
R1145,A168,HALL_B,2025-09-01T12:41:45
R1133,A107,LOBBY,2025-09-01T12:22:06
R1072,A222,LOBBY,2025-09-01T14:15:52
R1031,A320,HALL_A,2025-09-01T13:00:54
R1109,A287,HALL_C,2025-09-01T13:50:36
R1181,A298,FOOD_COURT,2025-09-01T12:01:49
R1246,A130,HALL_C,2025-09-01T13:43:38
R1120,A397,FOOD_COURT,2025-09-01T09:14:33
R1220,A226,LOBBY,2025-09-01T15:06:38
R1290,A328,HALL_C,2025-09-01T09:08:19
R1010,A347,HALL_C,2025-09-01T11:41:40
R1211,A136,LOBBY,2025-09-01T12:14:10
R1147,A326,HALL_B,2025-09-01T12:02:33
R1214,A163,HALL_A,2025-09-01T14:50:19
R1231,A335,HALL_A,2025-09-01T16:05:37
R1129,A166,HALL_C,2025-09-01T11:37:36
R1040,A109,HALL_C,2025-09-01T14:01:37
R1199,A147,HALL_A,2025-09-01T11:09:22
R1090,A380,HALL_B,2025-09-01T16:48:06
R1248,A182,FOOD_COURT,2025-09-01T16:14:05
R1013,A213,LOBBY,2025-09-01T17:27:58
R1158,A302,LOBBY,2025-09-01T10:13:31
R1108,A364,FOOD_COURT,2025-09-01T14:24:21
R1017,A315,HALL_A,2025-09-01T09:35:03
R1023,A306,HALL_B,2025-09-01T12:43:35
R1209,A207,FOOD_COURT,2025-09-01T14:45:06
R1279,A381,FOOD_COURT,2025-09-01T16:10:35
R1129,A140,HALL_C,2025-09-01T14:08:39
R1185,A152,HALL_B,2025-09-01T17:40:32
R1199,A139,LOBBY,2025-09-01T13:41:47
R1274,A207,LOBBY,2025-09-01T15:52:34
R1050,A346,FOOD_COURT,2025-09-01T15:23:00
R1016,A279,HALL_B,2025-09-01T09:57:18
R1229,A349,HALL_A,2025-09-01T11:57:09
R1154,A394,FOOD_COURT,2025-09-01T11:19:57
R1155,A324,HALL_B,2025-09-01T17:36:24
R1089,A167,HALL_B,2025-09-01T11:53:20
R1117,A395,LOBBY,2025-09-01T11:47:05
R1015,A110,HALL_B,2025-09-01T09:40:56
R1210,A301,HALL_B,2025-09-01T13:56:33
R1240,A155,HALL_A,2025-09-01T09:10:57
R1055,A347,HALL_A,2025-09-01T13:47:35
R1025,A118,FOOD_COURT,2025-09-01T11:21:02
R1188,A136,FOOD_COURT,2025-09-01T13:04:00
R1145,A287,LOBBY,2025-09-01T12:23:33
R1268,A118,HALL_C,2025-09-01T11:44:52
R1192,A146,LOBBY,2025-09-01T13:27:21
R1180,A160,HALL_B,2025-09-01T11:00:28
R1240,A378,LOBBY,2025-09-01T13:21:18
R1232,A181,FOOD_COURT,2025-09-01T14:42:11
R1049,A400,FOOD_COURT,2025-09-01T11:23:22
R1196,A170,LOBBY,2025-09-01T11:18:32
R1023,A328,HALL_C,2025-09-01T10:18:24
R1148,A207,FOOD_COURT,2025-09-01T08:42:16
R1016,A193,HALL_A,2025-09-01T10:17:25
R1123,A237,FOOD_COURT,2025-09-01T09:03:46
R1048,A308,HALL_C,2025-09-01T11:21:40
R1085,A301,HALL_C,2025-09-01T09:22:56
R1251,A227,HALL_C,2025-09-01T15:12:40
R1048,A327,HALL_A,2025-09-01T12:06:18
R1022,A102,HALL_B,2025-09-01T14:37:51
R1214,A149,HALL_A,2025-09-01T15:48:22
R1262,A274,HALL_A,2025-09-01T10:37:12
R1167,A389,HALL_A,2025-09-01T13:01:01
R1101,A121,HALL_C,2025-09-01T09:18:03
R1098,A110,HALL_A,2025-09-01T13:55:10
R1041,A303,HALL_C,2025-09-01T08:28:15
R1251,A222,HALL_B,2025-09-01T14:42:22
R1162,A360,HALL_B,2025-09-01T08:01:17
R1123,A119,FOOD_COURT,2025-09-01T10:54:04
R1214,A307,LOBBY,2025-09-01T10:04:57
R1272,A288,HALL_C,2025-09-01T14:28:28
R1120,A346,LOBBY,2025-09-01T08:51:44
R1043,A156,HALL_C,2025-09-01T17:38:26
R1092,A149,HALL_C,2025-09-01T16:08:06
R1224,A265,LOBBY,2025-09-01T15:14:56
R1271,A323,HALL_B,2025-09-01T09:28:32
R1019,A190,FOOD_COURT,2025-09-01T12:39:05
R1083,A172,HALL_C,2025-09-01T10:23:00
R1031,A352,HALL_A,2025-09-01T11:33:28
R1066,A310,HALL_B,2025-09-01T11:46:27
R1065,A391,LOBBY,2025-09-01T12:16:23
R1021,A220,HALL_C,2025-09-01T15:52:27
R1165,A186,HALL_B,2025-09-01T12:10:47
R1280,A292,HALL_B,2025-09-01T15:08:45
R1020,A356,LOBBY,2025-09-01T09:13:17
R1269,A350,LOBBY,2025-09-01T12:03:13
R1109,A239,HALL_C,2025-09-01T14:33:46
R1272,A237,FOOD_COURT,2025-09-01T15:57:34
R1073,A360,HALL_C,2025-09-01T15:25:45
R1040,A354,FOOD_COURT,2025-09-01T17:18:25
R1152,A334,HALL_B,2025-09-01T11:30:57
R1159,A179,HALL_B,2025-09-01T09:18:49
R1179,A250,HALL_A,2025-09-01T16:27:18
R1265,A310,FOOD_COURT,2025-09-01T10:49:08
R1249,A315,HALL_B,2025-09-01T09:18:59
R1286,A353,HALL_C,2025-09-01T09:33:41
R1173,A183,LOBBY,2025-09-01T12:25:01
R1221,A149,HALL_C,2025-09-01T11:28:47
R1259,A123,HALL_C,2025-09-01T09:00:32
R1168,A161,HALL_A,2025-09-01T11:17:17
R1263,A158,HALL_B,2025-09-01T16:35:28
R1148,A112,HALL_A,2025-09-01T12:26:41
R1006,A146,HALL_A,2025-09-01T17:06:28
R1089,A250,LOBBY,2025-09-01T12:41:12
R1057,A108,LOBBY,2025-09-01T13:03:00
R1284,A366,FOOD_COURT,2025-09-01T09:12:22
R1248,A119,FOOD_COURT,2025-09-01T13:27:53
R1094,A344,HALL_A,2025-09-01T16:49:05
R1289,A134,LOBBY,2025-09-01T12:18:02
R1004,A261,HALL_A,2025-09-01T15:27:11
R1208,A224,HALL_C,2025-09-01T12:49:58
R1299,A186,LOBBY,2025-09-01T11:28:14
R1030,A203,HALL_C,2025-09-01T08:30:09
R1196,A180,HALL_C,2025-09-01T12:36:57
R1022,A237,FOOD_COURT,2025-09-01T15:24:06
R1145,A263,HALL_C,2025-09-01T10:26:40
R1140,A310,HALL_A,2025-09-01T09:58:35
R1122,A348,LOBBY,2025-09-01T14:51:41
R1063,A377,HALL_B,2025-09-01T09:53:18
R1052,A364,HALL_A,2025-09-01T10:25:34
R1075,A128,FOOD_COURT,2025-09-01T09:23:16
R1066,A126,FOOD_COURT,2025-09-01T08:00:42
R1279,A370,HALL_B,2025-09-01T16:52:31
R1264,A362,FOOD_COURT,2025-09-01T09:36:55
R1196,A221,FOOD_COURT,2025-09-01T14:43:57
R1271,A193,HALL_A,2025-09-01T15:06:53
R1177,A135,HALL_C,2025-09-01T12:03:40
R1250,A305,FOOD_COURT,2025-09-01T16:47:20
R1289,A234,HALL_B,2025-09-01T08:17:43
R1150,A163,LOBBY,2025-09-01T13:25:59
R1203,A390,LOBBY,2025-09-01T10:36:15
R1192,A273,HALL_C,2025-09-01T16:32:13
R1222,A117,HALL_C,2025-09-01T08:29:12
R1294,A143,HALL_A,2025-09-01T12:00:27
R1017,A253,HALL_A,2025-09-01T10:28:16
R1185,A316,FOOD_COURT,2025-09-01T12:12:54
R1168,A303,FOOD_COURT,2025-09-01T10:17:46
R1098,A128,HALL_C,2025-09-01T16:56:10
R1205,A241,HALL_B,2025-09-01T10:35:51
R1018,A198,HALL_B,2025-09-01T12:38:37
R1239,A164,HALL_B,2025-09-01T10:54:11
R1292,A118,HALL_A,2025-09-01T16:57:54
R1272,A144,LOBBY,2025-09-01T16:46:51
R1241,A205,HALL_B,2025-09-01T16:12:07
R1223,A122,LOBBY,2025-09-01T12:59:07
R1123,A200,FOOD_COURT,2025-09-01T17:08:03
R1239,A232,LOBBY,2025-09-01T10:01:38
R1166,A199,FOOD_COURT,2025-09-01T17:19:06
R1040,A375,HALL_C,2025-09-01T13:27:42
R1256,A192,LOBBY,2025-09-01T09:22:56
R1085,A394,FOOD_COURT,2025-09-01T09:49:14
R1002,A279,HALL_B,2025-09-01T13:56:59
R1022,A344,HALL_A,2025-09-01T10:49:10
R1255,A366,HALL_B,2025-09-01T14:22:58
R1076,A226,FOOD_COURT,2025-09-01T14:23:53
R1073,A125,HALL_B,2025-09-01T17:34:43
R1117,A266,LOBBY,2025-09-01T11:35:45
R1066,A134,HALL_C,2025-09-01T17:31:38
R1133,A166,HALL_A,2025-09-01T14:35:04
R1068,A302,LOBBY,2025-09-01T14:03:19
R1027,A252,HALL_A,2025-09-01T09:22:48
R1240,A201,HALL_C,2025-09-01T15:11:39
R1090,A188,FOOD_COURT,2025-09-01T08:19:59
R1195,A170,HALL_A,2025-09-01T12:57:48
R1180,A354,HALL_C,2025-09-01T16:02:45
