ticket_id,attendee_id,gate_id,timestamp
T0607,A318,G2,2025-09-01T13:00:14
T0608,A340,G3,2025-09-01T15:48:27
T0609,A301,G2,2025-09-01T14:24:21
T0610,A178,G3,2025-09-01T08:47:00
T0611,A314,G3,2025-09-01T16:48:50
T0612,A366,G3,2025-09-01T17:42:09
T0613,A246,G3,2025-09-01T15:18:13
T0614,A135,G3,2025-09-01T08:54:35
T0615,A259,G1,2025-09-01T11:33:06
T0616,A124,G1,2025-09-01T15:39:18
T0617,A248,G3,2025-09-01T12:19:46
T0618,A384,G1,2025-09-01T12:30:34
T0619,A145,G1,2025-09-01T12:12:20
T0620,A326,G3,2025-09-01T17:28:48
T0621,A304,G4,2025-09-01T09:59:34
T0622,A207,G3,2025-09-01T12:06:28
T0623,A372,G4,2025-09-01T14:48:33
T0624,A359,G4,2025-09-01T09:15:38
T0625,A132,G1,2025-09-01T15:24:47
T0626,A225,G2,2025-09-01T12:15:46
T0627,A196,G2,2025-09-01T10:58:41
T0628,A321,G2,2025-09-01T16:05:34
T0629,A334,G4,2025-09-01T08:39:55
T0630,A194,G2,2025-09-01T13:45:54
T0631,A313,G4,2025-09-01T08:01:02
T0632,A246,G2,2025-09-01T14:00:49
T0633,A299,G3,2025-09-01T15:06:57
T0634,A324,G2,2025-09-01T08:00:50
T0635,A241,G1,2025-09-01T10:08:59
T0636,A363,G4,2025-09-01T13:24:26
T0637,A141,G2,2025-09-01T10:15:25
T0638,A322,G3,2025-09-01T17:53:52
T0639,A321,G2,2025-09-01T13:47:18
T0640,A341,G4,2025-09-01T10:38:36
T0641,A312,G1,2025-09-01T12:18:53
T0642,A128,G4,2025-09-01T10:04:20
T0643,A186,G2,2025-09-01T14:12:21
T0644,A384,G2,2025-09-01T12:36:34
T0645,A328,G3,2025-09-01T10:20:37
T0646,A398,G3,2025-09-01T13:33:53
T0647,A285,G3,2025-09-01T16:14:04
T0648,A178,G2,2025-09-01T11:03:14
T0649,A375,G2,2025-09-01T13:58:30
T0650,A372,G1,2025-09-01T09:51:39
T0651,A350,G4,2025-09-01T12:17:52
T0652,A196,G1,2025-09-01T17:36:06
T0653,A235,G2,2025-09-01T13:44:28
T0654,A115,G1,2025-09-01T16:01:30
T0655,A120,G3,2025-09-01T09:33:28
T0656,A343,G4,2025-09-01T15:13:45
T0657,A217,G4,2025-09-01T14:12:44
T0658,A391,G1,2025-09-01T11:18:04
T0659,A189,G3,2025-09-01T14:32:49
T0660,A209,G2,2025-09-01T09:31:23
T0661,A304,G3,2025-09-01T10:38:11
T0662,A122,G1,2025-09-01T12:14:23
T0663,A267,G1,2025-09-01T12:59:22
T0664,A386,G2,2025-09-01T15:14:38
T0665,A143,G2,2025-09-01T13:37:19
T0666,A160,G2,2025-09-01T14:12:28
T0667,A151,G4,2025-09-01T09:19:12
T0668,A231,G4,2025-09-01T16:27:07
T0669,A246,G3,2025-09-01T15:59:29
T0670,A173,G2,2025-09-01T14:35:09
T0671,A254,G3,2025-09-01T11:41:00
T0672,A283,G1,2025-09-01T15:07:26
T0673,A157,G2,2025-09-01T14:30:35
T0674,A268,G4,2025-09-01T15:36:30
T0675,A104,G1,2025-09-01T08:45:22
T0676,A183,G1,2025-09-01T09:50:44
T0677,A140,G1,2025-09-01T11:00:05
T0678,A376,G4,2025-09-01T14:52:12
T0679,A180,G3,2025-09-01T09:18:08
T0680,A309,G3,2025-09-01T08:37:05
T0681,A259,G4,2025-09-01T13:37:52
T0682,A112,G1,2025-09-01T13:34:42
T0683,A261,G2,2025-09-01T09:41:21
T0684,A342,G3,2025-09-01T17:37:29
T0685,A356,G2,2025-09-01T17:24:00
T0686,A272,G4,2025-09-01T15:59:58
T0687,A357,G2,2025-09-01T09:18:09
T0688,A152,G2,2025-09-01T09:39:29
T0689,A242,G2,2025-09-01T17:43:47
T0690,A217,G1,2025-09-01T16:42:55
T0691,A298,G2,2025-09-01T13:10:23
T0692,A121,G4,2025-09-01T11:26:47
T0693,A396,G2,2025-09-01T10:53:48
T0694,A369,G1,2025-09-01T14:35:37
T0695,A116,G3,2025-09-01T11:00:54
T0696,A191,G4,2025-09-01T09:19:41
T0697,A337,G2,2025-09-01T16:18:54
T0698,A341,G3,2025-09-01T11:00:07
T0699,A235,G2,2025-09-01T10:51:12
T0700,A254,G1,2025-09-01T11:16:15
T0701,A238,G4,2025-09-01T08:48:10
T0702,A348,G4,2025-09-01T08:24:46
T0703,A212,G2,2025-09-01T11:05:57
T0704,A380,G1,2025-09-01T08:05:40
T0705,A298,G3,2025-09-01T16:39:57
T0706,A334,G3,2025-09-01T11:35:29
T0707,A249,G2,2025-09-01T15:24:21
T0708,A374,G2,2025-09-01T13:11:26
T0709,A237,G4,2025-09-01T17:10:52
T0710,A161,G2,2025-09-01T17:14:58
T0711,A192,G1,2025-09-01T15:15:59
T0712,A374,G4,2025-09-01T15:53:34
T0713,A292,G4,2025-09-01T08:47:56
T0714,A356,G1,2025-09-01T10:23:36
T0715,A122,G2,2025-09-01T10:44:53
T0716,A217,G3,2025-09-01T10:59:16
T0717,A357,G1,2025-09-01T17:17:11
T0718,A255,G2,2025-09-01T14:15:12
T0719,A147,G4,2025-09-01T12:14:36
T0720,A345,G3,2025-09-01T09:41:21
T0721,A211,G4,2025-09-01T08:27:30
T0722,A215,G4,2025-09-01T10:23:19
T0723,A189,G4,2025-09-01T10:42:03
T0724,A153,G3,2025-09-01T16:49:54
T0725,A338,G1,2025-09-01T14:29:40
T0726,A219,G1,2025-09-01T08:43:07
T0727,A245,G1,2025-09-01T17:41:33
T0728,A238,G3,2025-09-01T14:19:08
T0729,A195,G4,2025-09-01T15:08:49
T0730,A158,G2,2025-09-01T09:12:45
T0731,A276,G3,2025-09-01T11:19:42
T0732,A204,G3,2025-09-01T12:01:59
T0733,A153,G2,2025-09-01T09:42:04
T0734,A285,G3,2025-09-01T13:29:38
T0735,A381,G4,2025-09-01T17:34:11
T0736,A397,G4,2025-09-01T13:13:45
T0737,A354,G1,2025-09-01T08:42:40
T0738,A248,G2,2025-09-01T16:46:43
T0739,A376,G1,2025-09-01T17:46:49
T0740,A304,G1,2025-09-01T12:03:09
T0741,A336,G1,2025-09-01T11:00:42
T0742,A168,G4,2025-09-01T15:09:53
T0743,A287,G2,2025-09-01T13:14:53
T0744,A368,G2,2025-09-01T16:01:04
T0745,A258,G2,2025-09-01T11:17:22
T0746,A183,G2,2025-09-01T15:25:40
T0747,A324,G2,2025-09-01T13:49:03
T0748,A146,G2,2025-09-01T13:42:17
T0749,A355,G1,2025-09-01T16:13:13
T0750,A325,G3,2025-09-01T17:48:56
T0751,A342,G3,2025-09-01T14:17:39
T0752,A189,G1,2025-09-01T09:33:44
T0753,A382,G3,2025-09-01T11:57:54
T0754,A252,G4,2025-09-01T12:08:23
T0755,A162,G4,2025-09-01T13:17:56
T0756,A118,G4,2025-09-01T14:11:06
T0757,A202,G2,2025-09-01T16:14:33
T0758,A297,G3,2025-09-01T12:27:01
T0759,A337,G3,2025-09-01T08:34:01
T0760,A118,G1,2025-09-01T14:20:56
T0761,A329,G4,2025-09-01T12:51:24
T0762,A368,G2,2025-09-01T12:04:53
T0763,A206,G4,2025-09-01T11:05:47
T0764,A350,G4,2025-09-01T16:52:41
T0765,A107,G1,2025-09-01T17:59:41
T0766,A263,G1,2025-09-01T17:16:01
T0767,A291,G4,2025-09-01T11:21:35
T0768,A145,G1,2025-09-01T15:17:32
T0769,A169,G1,2025-09-01T08:24:43
T0770,A267,G3,2025-09-01T15:10:44
T0771,A324,G3,2025-09-01T13:39:02
T0772,A364,G2,2025-09-01T15:30:40
T0773,A359,G1,2025-09-01T11:07:42
T0774,A361,G3,2025-09-01T14:18:53
T0775,A135,G3,2025-09-01T15:07:53
T0776,A232,G3,2025-09-01T16:08:26
T0777,A294,G3,2025-09-01T15:12:19
T0778,A157,G4,2025-09-01T17:57:47
T0779,A265,G4,2025-09-01T17:58:09
T0780,A272,G3,2025-09-01T09:54:00
T0781,A164,G1,2025-09-01T15:08:15
T0782,A213,G3,2025-09-01T08:35:46
T0783,A209,G2,2025-09-01T16:27:18
T0784,A392,G3,2025-09-01T17:14:41
T0785,A323,G2,2025-09-01T16:18:23
T0786,A376,G4,2025-09-01T16:30:25
T0787,A153,G2,2025-09-01T13:37:57
T0788,A212,G1,2025-09-01T15:31:21
T0789,A113,G3,2025-09-01T13:08:43
T0790,A153,G4,2025-09-01T11:46:25
T0791,A377,G4,2025-09-01T09:59:44
T0792,A331,G2,2025-09-01T11:40:36
T0793,A133,G3,2025-09-01T12:12:54
T0794,A194,G4,2025-09-01T09:59:24
T0795,A125,G3,2025-09-01T17:32:10
T0796,A109,G2,2025-09-01T17:19:11
T0797,A365,G3,2025-09-01T13:04:41
T0798,A123,G2,2025-09-01T17:47:18
T0799,A180,G1,2025-09-01T17:06:32
T0800,A180,G4,2025-09-01T08:20:59
T0801,A273,G2,2025-09-01T11:45:58
T0802,A304,G4,2025-09-01T17:58:54
T0803,A117,G1,2025-09-01T12:04:23
T0804,A398,G1,2025-09-01T08:42:23
T0805,A189,G4,2025-09-01T12:17:47
T0806,A206,G3,2025-09-01T17:26:37
T0807,A115,G1,2025-09-01T12:05:25
T0808,A309,G1,2025-09-01T15:25:59
T0809,A147,G3,2025-09-01T08:02:30
T0810,A140,G1,2025-09-01T17:40:18
T0811,A389,G4,2025-09-01T14:43:28
T0812,A301,G2,2025-09-01T08:24:03
T0813,A169,G2,2025-09-01T10:12:41
T0814,A275,G4,2025-09-01T14:10:11
T0815,A122,G2,2025-09-01T17:36:28
T0816,A293,G3,2025-09-01T10:40:25
T0817,A109,G3,2025-09-01T09:05:15
T0818,A370,G4,2025-09-01T10:56:31
T0819,A163,G1,2025-09-01T09:43:24
T0820,A207,G3,2025-09-01T17:59:22
T0821,A162,G2,2025-09-01T11:14:28
T0822,A362,G3,2025-09-01T16:55:57
T0823,A341,G1,2025-09-01T16:25:46
T0824,A228,G3,2025-09-01T14:54:49
T0825,A118,G1,2025-09-01T11:23:28
T0826,A111,G2,2025-09-01T08:08:01
T0827,A200,G3,2025-09-01T16:04:39
T0828,A167,G1,2025-09-01T10:05:43
T0829,A336,G3,2025-09-01T13:00:55
T0830,A218,G3,2025-09-01T17:31:13
T0831,A154,G1,2025-09-01T11:17:48
T0832,A211,G1,2025-09-01T16:58:22
T0833,A215,G4,2025-09-01T15:09:34
T0834,A327,G3,2025-09-01T12:49:33
T0835,A276,G3,2025-09-01T13:50:35
T0836,A166,G3,2025-09-01T11:19:56
T0837,A135,G4,2025-09-01T10:09:39
T0838,A216,G2,2025-09-01T11:25:58
T0839,A293,G3,2025-09-01T15:12:21
T0840,A388,G1,2025-09-01T12:43:36
T0841,A347,G1,2025-09-01T12:44:42
T0842,A324,G3,2025-09-01T17:53:33
T0843,A204,G3,2025-09-01T12:21:17
T0844,A400,G4,2025-09-01T14:30:52
T0845,A317,G4,2025-09-01T09:58:25
T0846,A152,G3,2025-09-01T12:48:25
T0847,A339,G4,2025-09-01T11:31:37
T0848,A304,G4,2025-09-01T10:05:41
T0849,A203,G4,2025-09-01T16:37:24
T0850,A262,G2,2025-09-01T15:57:15
T0851,A196,G1,2025-09-01T15:22:47
T0852,A121,G1,2025-09-01T10:28:28
T0853,A175,G2,2025-09-01T12:42:23
T0854,A371,G4,2025-09-01T14:26:50
T0855,A280,G3,2025-09-01T08:36:37
T0856,A143,G3,2025-09-01T09:14:47
T0857,A355,G3,2025-09-01T16:19:55
T0858,A167,G1,2025-09-01T08:44:30
T0859,A257,G2,2025-09-01T17:58:21
T0860,A303,G2,2025-09-01T08:24:36
T0861,A251,G4,2025-09-01T14:50:05
T0862,A226,G2,2025-09-01T10:17:16
T0863,A151,G3,2025-09-01T09:14:36
T0864,A108,G4,2025-09-01T08:44:11
T0865,A327,G2,2025-09-01T15:45:41
T0866,A396,G3,2025-09-01T08:44:39
T0867,A264,G3,2025-09-01T10:28:29
T0868,A148,G3,2025-09-01T11:29:08
T0869,A130,G1,2025-09-01T11:23:50
T0870,A243,G4,2025-09-01T08:33:14
T0871,A113,G2,2025-09-01T17:08:46
T0872,A117,G4,2025-09-01T15:47:05
T0873,A133,G3,2025-09-01T14:51:56
T0874,A111,G4,2025-09-01T09:35:32
T0875,A344,G1,2025-09-01T16:45:27
T0876,A257,G3,2025-09-01T10:46:48
T0877,A247,G2,2025-09-01T13:03:10
T0878,A333,G2,2025-09-01T09:31:51
T0879,A219,G3,2025-09-01T09:29:35
T0880,A159,G1,2025-09-01T12:30:03
T0881,A142,G3,2025-09-01T10:11:43
T0882,A345,G1,2025-09-01T16:54:35
T0883,A379,G3,2025-09-01T11:20:48
T0884,A220,G4,2025-09-01T08:00:17
T0885,A225,G2,2025-09-01T12:42:40
T0886,A230,G1,2025-09-01T10:30:02
T0887,A118,G4,2025-09-01T10:03:02
T0888,A124,G1,2025-09-01T15:25:49
T0889,A265,G3,2025-09-01T09:50:17
T0890,A163,G4,2025-09-01T17:05:43
T0891,A180,G1,2025-09-01T14:21:11
T0892,A210,G4,2025-09-01T13:14:45
T0893,A295,G3,2025-09-01T14:50:14
T0894,A152,G3,2025-09-01T09:41:16
T0895,A179,G2,2025-09-01T10:29:35
T0896,A350,G4,2025-09-01T12:22:33
T0897,A251,G1,2025-09-01T14:36:20
T0898,A196,G1,2025-09-01T16:33:34
T0899,A152,G1,2025-09-01T09:38:53
T0900,A273,G2,2025-09-01T17:58:42
T0901,A257,G3,2025-09-01T11:29:00
T0902,A264,G3,2025-09-01T10:31:38
T0903,A315,G1,2025-09-01T17:06:45
T0904,A324,G2,2025-09-01T10:31:57
T0905,A155,G1,2025-09-01T08:47:15
T0906,A125,G4,2025-09-01T15:22:26
T0907,A259,G1,2025-09-01T09:38:13
T0908,A194,G2,2025-09-01T08:07:09
T0909,A153,G4,2025-09-01T12:29:26
T0910,A235,G3,2025-09-01T14:41:01
T0911,A385,G4,2025-09-01T11:35:03
T0912,A368,G1,2025-09-01T12:41:25
T0913,A231,G4,2025-09-01T10:58:23
T0914,A336,G4,2025-09-01T12:06:40
T0915,A112,G3,2025-09-01T10:13:25
T0916,A230,G1,2025-09-01T16:00:11
T0917,A301,G3,2025-09-01T11:30:19
T0918,A139,G2,2025-09-01T11:48:53
T0919,A110,G1,2025-09-01T14:55:38
T0920,A366,G1,2025-09-01T08:26:12
T0921,A254,G3,2025-09-01T12:23:24
T0922,A395,G1,2025-09-01T15:23:02
T0923,A230,G3,2025-09-01T08:07:46
T0924,A369,G1,2025-09-01T17:17:33
T0925,A269,G1,2025-09-01T14:32:21
T0926,A152,G3,2025-09-01T09:31:46
T0927,A210,G1,2025-09-01T17:55:25
T0928,A368,G4,2025-09-01T16:38:14
T0929,A171,G3,2025-09-01T12:36:30
T0930,A203,G4,2025-09-01T11:30:45
T0931,A249,G4,2025-09-01T13:48:42
T0932,A260,G2,2025-09-01T08:56:36
T0933,A148,G4,2025-09-01T12:37:09
T0934,A393,G4,2025-09-01T14:31:59
T0935,A305,G2,2025-09-01T16:48:32
T0936,A300,G2,2025-09-01T14:12:38
T0937,A221,G1,2025-09-01T09:58:42
T0938,A317,G4,2025-09-01T13:56:07
T0939,A355,G4,2025-09-01T13:16:24
T0940,A107,G3,2025-09-01T16:12:08
T0941,A278,G1,2025-09-01T17:30:15
T0942,A362,G2,2025-09-01T10:46:31
T0943,A177,G2,2025-09-01T17:58:18
T0944,A133,G3,2025-09-01T15:31:48
T0945,A374,G2,2025-09-01T12:25:09
T0946,A160,G2,2025-09-01T13:58:52
T0947,A147,G1,2025-09-01T15:11:16
T0948,A272,G1,2025-09-01T14:31:21
T0949,A323,G1,2025-09-01T10:32:33
T0950,A284,G2,2025-09-01T13:48:45
T0951,A288,G2,2025-09-01T08:59:26
T0952,A388,G4,2025-09-01T14:29:30
T0953,A108,G4,2025-09-01T08:59:49
T0954,A125,G3,2025-09-01T16:07:59
T0955,A248,G4,2025-09-01T14:03:57
T0956,A111,G1,2025-09-01T16:01:24
T0957,A213,G4,2025-09-01T17:39:10
T0958,A313,G3,2025-09-01T17:46:32
T0959,A122,G3,2025-09-01T08:33:48
T0960,A243,G4,2025-09-01T08:34:52
T0961,A326,G3,2025-09-01T17:38:46
T0962,A116,G2,2025-09-01T10:50:32
T0963,A158,G1,2025-09-01T11:00:09
T0964,A140,G4,2025-09-01T14:30:32
T0965,A254,G2,2025-09-01T16:41:00
T0966,A108,G4,2025-09-01T12:59:12
T0967,A228,G4,2025-09-01T13:20:44
T0968,A363,G4,2025-09-01T11:35:57
T0969,A156,G1,2025-09-01T10:17:05
T0970,A112,G4,2025-09-01T10:03:38
T0971,A148,G1,2025-09-01T09:55:16
T0972,A367,G3,2025-09-01T15:42:07
T0973,A185,G2,2025-09-01T14:57:14
T0974,A209,G3,2025-09-01T15:19:12
T0975,A114,G4,2025-09-01T17:11:28
T0976,A371,G1,2025-09-01T17:47:12
T0977,A248,G3,2025-09-01T13:23:05
T0978,A339,G3,2025-09-01T08:55:28
T0979,A307,G4,2025-09-01T13:18:37
T0980,A312,G1,2025-09-01T09:03:22
T0981,A156,G1,2025-09-01T14:07:18
T0982,A189,G3,2025-09-01T15:25:26
T0983,A171,G2,2025-09-01T15:25:56
T0984,A181,G4,2025-09-01T15:29:04
T0985,A194,G4,2025-09-01T09:01:04
T0986,A333,G2,2025-09-01T14:39:38
T0987,A172,G2,2025-09-01T10:46:17
T0988,A286,G2,2025-09-01T09:43:50
T0989,A149,G2,2025-09-01T15:40:05
T0990,A184,G3,2025-09-01T13:37:46
T0991,A328,G1,2025-09-01T09:16:42
T0992,A123,G3,2025-09-01T11:03:58
T0993,A207,G4,2025-09-01T12:28:24
T0994,A293,G4,2025-09-01T14:08:23
T0995,A383,G3,2025-09-01T10:22:20
T0996,A380,G1,2025-09-01T15:13:42
T0997,A254,G3,2025-09-01T11:01:30
T0998,A108,G3,2025-09-01T15:44:15
T0999,A239,G1,2025-09-01T13:10:05
T1000,A166,G4,2025-09-01T17:01:31
